start,end,today,consent,village_name,gvh_name,ta_name,farmer_gender,farmer_age,farmer_hoh,hoh_education,n_years_farming,own_livestock,own_livestock_animals,own_livestock_animals.cows,own_livestock_animals.chickens,own_livestock_animals.pigs,own_livestock_animals.goats,own_livestock_animals.sheep,own_livestock_animals.other,farming_main_income,household_main_income,n_acres_farm,n_acres_maize,source_water_farm,chem_fertilizer,chem_fertilizer_type,n_bags_npk,n_bags_npk_subsidized,price_bags_npk_nonsubsidized,price_bags_npk_subsidized,enough_bags_npk,n_bags_npk_desired,n_bags_npk_buying_next_year,n_bags_urea,n_bags_urea_subsidized,price_bags_urea_nonsubsidized,price_bags_urea_subsidized,enough_bags_urea,n_bags_urea_desired,n_bags_urea_buying_next_year,able_buy_bags_past,n_bags_maize_t1_season,n_bags_maize_t2_season,n_bags_maize_t3_season,fertilizer_comparison_5years,same_tool_for_fertilizer,single_tool_fertilizer,single_tool_fertilizer_other,tool_basal_fertilizer,tool_basal_fertilizer_other,tool_topdressing_fertilizer,tool_topdressing_fertilizer_other,timing_fertilizer,timing_fertilizer_mix_ntimes,timing_fertilizer_mix,timing_fertilizer_mix_other,place_fertilizer_mix,place_fertilizer_mix_other,ratio_fertilizer_mix_npk,ratio_fertilizer_mix_urea,timing_fertilizer_mix_t1,timing_fertilizer_mix_t1_other,place_fertilizer_mix_t1,place_fertilizer_mix_t1_other,ratio_fertilizer_mix_t1_npk,ratio_fertilizer_mix_t1_urea,timing_fertilizer_mix_t2,timing_fertilizer_mix_t2_other,place_fertilizer_mix_t2,place_fertilizer_mix_t2_other,ratio_fertilizer_mix_t2_npk,ratio_fertilizer_mix_t2_urea,timing_basal_fertilizer,timing_basal_fertilizer_other,place_basal_fertilizer,place_basal_fertilizer_other,timing_topdressing,timing_topdressing_other,place_topdressing,place_topdressing_other,basal_fertilizer_grams,topdressing_fertilizer_grams,know_recommended_tools,reason_no_use_scoop,reason_no_use_scoop_other,would_use_scoop_if_given,would_use_scoop_if_available,wtp_scoop,selling_points_scoop,selling_points_scoop_location,know_price_scoop,price_scoop,type_seed,n_seeds,planting_distance,ridges_distance,several_plants_emerging,intercropping,intercrop_type,intercrop_type_other,pesticide_use,fertilizer_subsidy_received,concern_fertilizer_removed,concern_fertilizer_removed_explain,fertilizer_programme_effective,fertilizer_programme_improvements,fertilizer_programme_improvements_explain,apply_org_fertilizer,origin_org_fertilizer,how_apply_org_fertilizer,challenges_org_fertilizer,type_challenges_org_fertilizer,type_challenges_org_fertilizer_other,sufficient_org_fertilizer,subsidies_org_fertilizer,health_soil_now,health_soil_t10,reasons_changes,suggestions_soil_improvement,final_comments,end_message,uuid
2024-07-31T09:18:27Z,2024-07-31T09:35:34Z,2024-07-31,Yes,Pemba,Somba 2,Somba,Female,32,No,Primary,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,0.5,0.5,Rain-fed,Yes,Both,0.5,0,37500,NA,Yes,NA,0.5,0.5,0,37500,NA,Yes,NA,0.5,Yes,2,3,10,Same,Yes,Other,One acre cups,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the hole of the planting station,NA,21 days after basal application,NA,In the hole of the planting station,NA,2.5999999999999996,1.8999999999999986,Yes,Too expensive to buy,NA,Yes,Yes,300,No,NA,No,NA,Hybrid,1 seed,25,70,No,Yes,Pigeon Peas,NA,Yes,No,Not concerned at all,Because i have organic fertiliser i can substitute,No,No,NA,Yes,Manure from own livestock,Apply between the the ridges before making the ridges,No,NA,NA,No,No,Very unhealthy,NA,Because its on a hill so is subjected to soil erosion,Application of manure,NA,NA,494aba97-e431-4b7b-8760-b8cffb44b41f
2024-07-31T09:38:05Z,2024-07-31T09:47:35Z,2024-07-31,Yes,Pemba,Somba 2,Somba,Female,56,No,None,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,0.9,0.9,Rain-fed,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,1,0,More,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,Don't know them,Yes,Yes,500,No,NA,No,NA,Local variety,1 seed,25,75,No,Yes,Other,Pumpkins,No,No,Not concerned at all,Never benefited from it,No,No,NA,Yes,Manure from own livestock,Apply between the the ridges before making the ridges,No,NA,NA,No,No,Very unhealthy,NA,Because of not burring crop waste,Application of manure,NA,NA,831f74c5-5a20-4e6e-b9d8-5e2987e71bb6
2024-07-31T09:53:08Z,2024-07-31T10:02:29Z,2024-07-31,Yes,Pemba,Somba 2,Somba,Female,38,Yes,Primary,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,0.2,0.2,Rain-fed,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,0,2,2,More,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Mine is just as good,NA,Yes,Yes,300,No,NA,No,NA,Local variety,2 seeds,40,65,No,Yes,Beans,NA,No,No,Very concerned,Because i can't afford fertiliser on cash,No,No,NA,Yes,Manure from own livestock,Apply between the the ridges before making the ridges,No,NA,NA,No,No,Moderately healthy,NA,Because it solely depends on chemical fertiliser,Application  of manure every year,NA,NA,7c8ffdd5-f49a-4bd8-98de-56814e27e8ca
2024-07-31T08:19:40Z,2024-07-31T09:08:56Z,2024-07-31,Yes,Jiya,Somba,Somba,Female,35,Yes,Secondary,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,1,1,Rain-fed,Yes,Both,0.5,0,50000,NA,Yes,NA,0.5,0.5,0,50000,NA,Yes,NA,0.5,Yes,3,9,10,Same,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the hole of the planting station,NA,Other,Knee high,In the hole of the planting station,NA,10.8,6.599999999999998,Yes,Other,we just don't have,Yes,Yes,500,No,NA,No,NA,Hybrid,2 seeds,35,100,No,No,NA,NA,Yes,No,Concerned,We save some money instead of the counter fertiliser,Not sure,Yes,Should  make sure it reaches us too,Yes,Manure from own livestock,Apply in planting stations before planting,No,NA,NA,Yes,Yes,Healthy,NA,I use organic fertiliser,Use of organic fertiliser,Thanks for coming to see our fields,NA,04b2b3b5-9139-46e0-a6e4-a89836498b69
2024-07-31T09:09:31Z,2024-07-31T14:02:18Z,2024-07-31,Yes,Jiya,Somba 2,Somba,Female,45,Yes,Primary,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,1,1,Both,Yes,Both,1,0,92000,NA,Yes,NA,1,1,0,92000,NA,Yes,NA,1,Yes,20,45,45,Same,Yes,Recommended fertilizer cup (cup #5),NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the hole of the planting station,NA,21 days after basal application,NA,In the hole of the planting station,NA,7.099999999999998,3.1999999999999993,Yes,Other,I use the One Acre Fund ones,Yes,Yes,1000,No,NA,No,NA,Hybrid,1 seed,30,68,No,Yes,Pigeon Peas,NA,Yes,No,Concerned,We profited alot by saving costs,Not sure,Not sure,NA,Yes,Manure from own livestock,Apply in planting stations before planting,No,NA,NA,Yes,Yes,Very healthy,NA,Every year I apply organic fertiliser,"Use of organic fertiliser,",Thanks for coming. Please ask for the subsidy fertiliser so that we receive the fertiliser,NA,e208261d-c5d9-4704-8a20-dc5a8eca9b96
2024-07-31T09:28:36Z,2024-07-31T14:03:19Z,2024-07-31,Yes,Jiya,Somba 2,Somba,Female,60,Yes,Primary,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,0.8,0.8,Rain-fed,Yes,Both,1,0,70000,NA,Yes,NA,1,1,0,70000,NA,Yes,NA,1,Yes,7,20,20,Same,Yes,Recommended fertilizer cup (cup #5),NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the hole of the planting station,NA,Other,Knee high,In the hole of the planting station,NA,4.699999999999999,4,Yes,Other,I use the One Acre Fund ones,Yes,Yes,800,No,NA,No,NA,OPV (Open Pollinated Varieties),1 seed,30,65,Yes,Yes,Pigeon Peas,NA,No,No,Concerned,We are the beneficiaries of it,No,Not sure,NA,Yes,Manure from own livestock,Apply in planting stations before planting,No,NA,NA,Yes,No,Healthy,NA,Use of crop residues,Use of crop residues,Thanks for checking on us. We are encouraged when you visit us,NA,1c23d385-c307-4bb2-b784-19d34b5f0de5
2024-07-31T09:48:41Z,2024-07-31T14:03:02Z,2024-07-31,Yes,Jiya,Somba 2,Somba,Female,64,Yes,Primary,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,0.6,0.5,Rain-fed,Yes,Both,1,0,70000,NA,Yes,NA,1,1,0,70000,NA,Yes,NA,1,Yes,5,15,15,Same,Yes,Recommended fertilizer cup (cup #5),NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the hole of the planting station,NA,Other,Knee high,In the hole of the planting station,NA,6.199999999999999,8.399999999999999,Yes,Other,I have it,Yes,Yes,100,No,NA,No,NA,OPV (Open Pollinated Varieties),1 seed,30,65,Yes,Yes,Pigeon Peas,NA,No,No,Concerned,It helps the needy,No,Yes,Should reach those deserving,Yes,Manure from own livestock,Apply in planting stations before planting,No,NA,NA,No,Yes,Moderately healthy,NA,Soil is used to fertiliser which caused problems,Use of crop residues,Thanks for coming. We are motivated with your advises,NA,93732202-2bc5-4777-a6ba-8218c9e43c4f
2024-07-31T10:07:28Z,2024-07-31T14:02:40Z,2024-07-31,Yes,Jiya,Somba 2,Somba,Female,57,Yes,Primary,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,0.3,0.3,Rain-fed,Yes,Both,0.05,0,30000,NA,Yes,NA,0.05,0.05,0,30000,NA,Yes,NA,0.05,Yes,3,6,6,Same,Yes,Recommended fertilizer cup (cup #5),NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the hole of the planting station,NA,21 days after basal application,NA,In the hole of the planting station,NA,4.399999999999999,1.5999999999999996,Yes,Other,I use one acre fund ones,Yes,Yes,250,No,NA,No,NA,Hybrid,2 seeds,35,75,Yes,Yes,Beans,NA,No,No,Not concerned,We're not given and we can't see the benefits,No,Yes,Reach right people,Yes,Manure from own livestock,Apply in planting stations before planting,No,NA,NA,No,Not sure,Unhealthy,NA,Use of chemical fertiliser,Use of organic fertiliser,Your coming helps us do the right farming,NA,295a801f-efed-4733-bf8d-afe1a81b8d3f
2024-07-31T09:08:01Z,2024-07-31T19:09:39Z,2024-07-31,Yes,Pemba,Somba 2,Somba,Female,62,Yes,None,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,0.3,0.2,Rain-fed,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0.5,8,10,More,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Don't know where to buy one,NA,Yes,Yes,500,No,NA,No,NA,Hybrid,2 seeds,32,45,Yes,Yes,Beans,NA,No,No,Very concerned,I cannot afford to buy fertilizer,No,Not sure,NA,Yes,Manure from own livestock,Apply in planting stations before planting,Yes,Attracts pests,NA,No,Yes,Unhealthy,NA,Yields are low without fertilizer,Making enough manure,No,NA,f5dd9311-9699-4379-8c88-67b000a5d2c0
2024-07-31T09:20:59Z,2024-07-31T19:09:41Z,2024-07-31,Yes,Pemba,Somba 2,Somba,Female,52,Yes,Primary,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,0.25,0.2,Rain-fed,Yes,NPK,1,0,65000,NA,No,2,1,NA,NA,NA,NA,NA,NA,1,No,1,12,13,More,No,NA,NA,Hands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Don't know where to buy one,NA,Yes,Yes,200,No,NA,No,NA,Local variety,2 seeds,30,40,Yes,Yes,Beans,NA,No,No,Very concerned,Fertilizer is expensive,No,Not sure,NA,Yes,Manure from own livestock,Apply in planting stations before planting,Yes,Attracts pests,NA,No,Yes,Unhealthy,NA,I cannot harvest much,Apply fertilizer,No,NA,c2aec969-3e3f-441d-b3a1-2dee26b349c7
2024-07-31T09:34:21Z,2024-07-31T19:09:42Z,2024-07-31,Yes,Pemba,Somba 2,Somba,Female,46,Yes,Primary,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,0.2,0.15,Rain-fed,Yes,NPK,1,1,NA,15000,No,2,1,NA,NA,NA,NA,NA,NA,1,No,2,6,12,More,No,NA,NA,Hands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Don't know where to buy one,NA,Yes,Yes,600,No,NA,No,NA,Hybrid,1 seed,40,76,No,No,NA,NA,No,Yes,Very concerned,Fertilizer is expensive,No,Yes,Transparency is required,Yes,Manure from own livestock,Apply between the the ridges before making the ridges,Yes,Attracts pests,NA,No,Yes,Unhealthy,NA,Maize cannot grow without fertilizer,Adding more manure,No,NA,36742673-02f0-4de2-a56b-eabf254404e0
2024-07-31T09:55:48Z,2024-07-31T19:09:42Z,2024-07-31,Yes,Pemba,Somba 2,Somba,Female,62,Yes,None,More than 5 years,Yes,cows chickens goats,1,1,0,1,0,0,Yes,NA,0.25,0.2,Rain-fed,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,10,9,More,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Don't know where to buy one,NA,Yes,Yes,400,No,NA,No,NA,Hybrid,2 seeds,36,50,Yes,Yes,Beans,NA,No,No,Very concerned,Fertilizer is expensive,No,Yes,Proper registration and distribution,Yes,Manure from own livestock,Apply between the the ridges before making the ridges,No,NA,NA,No,Yes,Unhealthy,NA,We do not harvest much without fertilizer application,Stop burning maize remains,No,NA,6e89feeb-ac69-4a6c-8c14-a623617b2168
2024-07-31T10:12:54Z,2024-07-31T19:09:43Z,2024-07-31,Yes,Jiya,Somba 2,Somba,Female,50,Yes,Primary,More than 5 years,Yes,cows chickens,1,1,0,0,0,0,Yes,NA,0.2,0.15,Rain-fed,Yes,Both,0.5,0,30000,NA,Yes,NA,0.6,0.5,0,35000,NA,Yes,NA,0.5,Yes,3,4,6,More,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after germination,NA,Close (ca. 10cm) to the planting station,NA,21 days after basal application,NA,Close (ca. 10cm) to the planting station,NA,17.3,15.399999999999999,Yes,Had one and lost it,NA,Yes,Yes,500,No,NA,No,NA,Hybrid,2 seeds,38,60,Yes,Yes,Beans,NA,No,No,Very concerned,Fertilizer is expensive,No,Yes,Reduce price for everyone to purchase at the market,Yes,Manure from own livestock,Apply in planting stations before planting,No,NA,NA,Yes,Yes,Healthy,NA,We apply manure,Apply more manure,No,NA,d0dc06a3-16fc-4413-98fe-5c9b021ee431
2024-07-31T08:47:46Z,2024-08-01T11:12:59Z,2024-07-31,Yes,Jiya,Nsomba 2,Nsomba,Female,30,Yes,Primary,Between 2 and 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,1,1,Rain-fed,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0.5,2,4,More,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Don't know where to buy one,NA,Yes,No,200,No,NA,No,NA,Local variety,2 seeds,43,79,No,No,NA,NA,No,No,Concerned,Fertilizer is unaffordable without the subsidies,No,Yes,They should benefit only those that are meant to benefit,Yes,Manure from own livestock,Apply in planting stations before planting,No,NA,NA,Not sure,No,Healthy,NA,Am able to get a harvest by just applying manure alone,Apply manure,NA,NA,d2cc75aa-852a-4213-8954-d225035362d7
2024-07-31T09:02:25Z,2024-08-01T11:13:03Z,2024-07-31,Yes,Jiya,Nsomba 2,Nsomba,Female,71,Yes,Primary,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,1,1,Rain-fed,Yes,Both,0.5,0,65000,NA,No,1,1,0.5,0,65000,NA,No,1,1,No,5,10,16,More,Yes,"Metal bottle top with the lining (e.g., Fanta, Coca Cola, etc.)",NA,NA,NA,NA,NA,At the same time,Twice,NA,NA,NA,NA,NA,NA,Soon after germination,NA,Close (ca. 10cm) to the planting station,NA,2,1,21 days after germination,NA,Close (ca. 10cm) to the planting station,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Don't know where to buy one,NA,Yes,Yes,200,No,NA,No,NA,OPV (Open Pollinated Varieties),1 seed,31,74,Yes,No,NA,NA,No,No,Concerned,It can be beneficial when you are lucky to be a beneficiary that year,No,Yes,"Back in the years they used to reach and benefit the needy farmers, but now just very few get to benefit",Yes,Manure from own livestock,Apply in planting stations before planting,No,NA,NA,Yes,Not sure,Moderately healthy,NA,It is lumpy,Apply manure,NA,NA,39cc8a61-f4fb-4f6d-8cbf-576794ee0a6d
2024-07-31T09:20:07Z,2024-08-01T11:13:07Z,2024-07-31,Yes,Jiya,Kantukule,Nsomba,Female,52,No,Primary,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,1,1,Rain-fed,Yes,Both,2,1,65000,15000,Yes,NA,2,2,1,65000,15000,Yes,NA,2,No,8,15,21,More,Yes,"Metal bottle top with the lining (e.g., Fanta, Coca Cola, etc.)",NA,NA,NA,NA,NA,At the same time,Twice,NA,NA,NA,NA,NA,NA,Soon after germination,NA,In the middle of two planting stations,NA,2,1,21 days after germination,NA,In the middle of two planting stations,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Mine is just as good,NA,Yes,Yes,500,No,NA,No,NA,OPV (Open Pollinated Varieties),1 seed,26,73,Yes,Yes,Other,Ground nuts,No,Yes,Concerned,It makes fertilizer affordable,No,Yes,Some people who benefit these days are people who are well to do all do not need them,Yes,Manure from own livestock,Apply in planting stations before planting,Yes,Attracts pests,NA,Yes,Not sure,Unhealthy,NA,The soil needs fertilizer every season,Not sure,NA,NA,4cafe90a-3c5e-4341-81d7-72992ef8cb80
2024-07-31T09:48:00Z,2024-08-01T11:13:11Z,2024-07-31,Yes,Jiya,Nsomba 2,Nsomba,Female,44,Yes,Primary,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,0.5,0.5,Rain-fed,Yes,Both,0.2,0,NA,NA,Yes,NA,NA,NA,0,NA,NA,Yes,NA,NA,No,2,7,5,More,Yes,Recommended fertilizer cup (cup #5),NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after germination,NA,In the middle of two planting stations,NA,Other,Maize at knee height,In the middle of two planting stations,NA,NA,0.7999999999999989,Yes,Other,They use one,Yes,Yes,300,No,NA,No,NA,OPV (Open Pollinated Varieties),2 seeds,35,63,No,Yes,Beans,NA,No,No,Not concerned at all,"Only very few people get to be beneficiaries, it's of no help",No,Yes,It should be cancelled,Yes,Manure from own livestock,Apply between the the ridges before making the ridges,No,NA,NA,Yes,Not sure,Moderately healthy,NA,It is used to chemical fertilizers,Apply manure each season,NA,NA,807ccd51-c5e6-4b67-b64d-9c13da98bd7c
2024-07-31T10:16:15Z,2024-08-01T11:13:14Z,2024-07-31,Yes,Pemba,Nsomba 2,Nsomba,Female,59,Yes,None,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,1.5,1.5,Rain-fed,Yes,Both,1.5,0,85000,NA,No,2,2,1.5,0,85000,NA,No,2,2,No,8,28,33,More,Yes,Hands,NA,NA,NA,NA,NA,At the same time,Once,Other,At hip height,Close (ca. 10cm) to the planting station,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Don't know where to buy one,NA,Yes,Yes,300,No,NA,No,NA,OPV (Open Pollinated Varieties),1 seed,37,91,Yes,Yes,Pigeon Peas,NA,No,No,Very concerned,As a woman I cannot manage to buy fertilizer at full price,No,Yes,The leaders receive bribes to pick beneficiaries,Yes,Manure from own livestock,Apply between the the ridges before making the ridges,Yes,Attracts pests,NA,Yes,No,Moderately healthy,NA,With just manure I am able to get some harvest,Keep on applying manure,We desperately need fertilizer because farming is what feeds us,NA,a8d69e1c-87f9-4476-ba40-4428087ee935
